"영화명","개봉일","매출액","누적매출액","관객수","누적관객수","스크린수","상영횟수","제작사","배급사","등급","장르","감독","배우"
"젊은 장모님들 - 감독판",2019-08-05,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스,드라마","이진",""
"젊은 처제들",2018-09-27,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 처제들 (감독판)",2018-12-18,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 처형: 그녀를 탐하다",2018-07-11,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 처형: 그녀를 탐하다(무삭제)",2018-09-12,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수 2",2018-08-14,6000,6000,1,1,1,1,"(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"젊은 형수 2 무삭제",2019-05-28,6000,6000,1,1,1,1,"(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"젊은 형수: 형의 여자를 탐하다",2018-01-31,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈,강정훈",""
"젊은 형수: 형의 여자를 탐하다(무삭제)",2018-04-17,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수님: 내 여자가 되던 날",2018-07-03,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수님: 내 여자가 되던 날 -무삭제판",2018-08-10,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수님: 형의 여자를 탐하다 -무삭제판",2018-03-09,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수님들 (감독판)",2018-12-26,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수와 처제",2019-12-12,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은장모-무삭제",2018-03-09,5000,5000,1,1,1,1,"스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","김경훈",""
"젊은친구엄마",2019-10-18,5000,5000,1,1,1,1,"스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","최성길",""
"젊은친구엄마- 무삭제",2019-11-29,5000,5000,1,1,1,1,"스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","최성길",""
"젊은형수님들",2018-08-30,5000,5000,1,1,1,1,"(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"접대 전문 여비서",2019-05-31,2000,2000,1,1,1,1,"(주)레드언더미디어","(주)레드언더미디어","청소년관람불가","드라마","윤준세",""
"접대 전문 여비서 무삭제",2019-08-13,2000,2000,1,1,1,1,"(주)레드언더미디어","(주)레드언더미디어","청소년관람불가","드라마","윤준세",""
"정사 2018",2018-12-13,6000,6000,1,1,1,1,"(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
